filename,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec)
xa.s12.00.mhz.1970-01-09HR00_evid00007,1970-01-09T21:00:52.503358,82146.56603773584
xa.s12.00.mhz.1970-01-09HR00_evid00007,1970-01-09T21:20:56.880717,82146.56603773584
xa.s12.00.mhz.1970-01-09HR00_evid00007,1970-01-09T21:30:50.541094,82146.56603773584
xa.s12.00.mhz.1970-01-09HR00_evid00007,1970-01-09T21:48:41.031660,82146.56603773584
xa.s12.00.mhz.1970-01-09HR00_evid00007,1970-01-09T21:56:58.842981,82146.56603773584
xa.s12.00.mhz.1970-01-09HR00_evid00007,1970-01-09T22:20:07.069396,82146.56603773584
xa.s12.00.mhz.1970-01-09HR00_evid00007,1970-01-09T22:33:46.239208,82146.56603773584
xa.s12.00.mhz.1970-01-09HR00_evid00007,1970-01-09T22:49:06.692038,82146.56603773584
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T02:47:10.608736,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T15:33:35.363453,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T16:30:34.533264,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T16:56:10.533264,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T17:51:37.929491,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T18:10:31.967226,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T18:31:22.835151,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T18:44:58.533264,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T18:54:18.533264,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T19:42:25.325717,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T20:08:55.514396,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T20:19:14.080434,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T20:54:46.759679,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T21:21:16.042698,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T21:44:50.533264,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T22:39:39.137038,82689.6603773585
xa.s12.00.mhz.1970-02-07HR00_evid00014,1970-02-07T22:58:10.231377,82689.6603773585
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T00:44:08.299943,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T01:10:43.620698,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T01:43:39.922585,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T08:09:33.733906,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T09:25:43.394283,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T10:52:00.903717,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T12:13:25.733906,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T14:22:31.545226,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T14:37:28.149000,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T19:12:02.111264,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T20:35:51.243340,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T20:56:44.073528,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T21:58:00.450887,84522.71698113208
xa.s12.00.mhz.1970-02-18HR00_evid00016,1970-02-18T23:28:42.865981,84522.71698113208
xa.s12.00.mhz.1970-03-14HR00_evid00018,1970-03-14T00:10:00.369057,74699.32075471699
xa.s12.00.mhz.1970-03-14HR00_evid00018,1970-03-14T02:58:04.142642,74699.32075471699
xa.s12.00.mhz.1970-03-14HR00_evid00018,1970-03-14T20:44:59.840755,74699.32075471699
xa.s12.00.mhz.1970-03-30HR00_evid00020,1970-03-30T00:12:45.918482,79812.37735849057
xa.s12.00.mhz.1970-03-30HR00_evid00020,1970-03-30T00:22:48.182633,79812.37735849057
xa.s12.00.mhz.1970-03-30HR00_evid00020,1970-03-30T07:32:00.182633,79812.37735849057
xa.s12.00.mhz.1970-03-30HR00_evid00020,1970-03-30T12:39:10.069425,79812.37735849057
xa.s12.00.mhz.1970-03-30HR00_evid00020,1970-03-30T13:45:54.446784,79812.37735849057
xa.s12.00.mhz.1970-03-30HR00_evid00020,1970-03-30T14:21:22.899614,79812.37735849057
xa.s12.00.mhz.1970-03-30HR00_evid00020,1970-03-30T20:31:54.295840,79812.37735849057
xa.s12.00.mhz.1970-03-30HR00_evid00020,1970-03-30T22:10:21.767538,79812.37735849057
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T00:15:46.916038,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T01:48:35.217925,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T05:40:19.217925,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T07:22:29.934906,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T10:50:34.614151,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T11:41:18.236792,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T12:01:35.897170,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T14:07:02.991509,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T15:12:10.312264,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T15:46:45.029245,61617.660377358494
xa.s12.00.mhz.1970-04-03HR00_evid00021,1970-04-03T17:06:58.010377,61617.660377358494
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T00:11:20.473057,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T00:17:11.265509,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T00:33:33.303245,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T01:07:26.057962,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T04:06:57.378717,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T04:57:59.567396,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T06:41:17.001358,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T07:28:59.944755,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T08:03:15.340981,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T08:41:16.397585,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T09:42:21.454189,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T09:46:19.039094,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T09:51:06.737208,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T10:32:16.774943,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T11:05:41.756075,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T13:51:19.265509,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T14:01:41.907019,71763.92452830188
xa.s12.00.mhz.1970-05-20HR00_evid00026,1970-05-20T19:56:04.548528,71763.92452830188
xa.s12.00.mhz.1970-05-23HR00_evid00027,1970-05-23T05:20:11.467755,20391.54716981132
xa.s12.00.mhz.1970-05-23HR00_evid00027,1970-05-23T05:39:51.694170,20391.54716981132
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T12:06:26.177434,77437.43396226416
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T15:12:13.800075,77437.43396226416
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T18:25:08.139698,77437.43396226416
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T18:39:39.083094,77437.43396226416
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T18:55:55.535925,77437.43396226416
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T19:16:46.856679,77437.43396226416
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T19:53:36.668000,77437.43396226416
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T20:26:31.611396,77437.43396226416
xa.s12.00.mhz.1970-05-24HR00_evid00028,1970-05-24T21:30:38.101962,77437.43396226416
xa.s12.00.mhz.1970-05-25HR00_evid00029,1970-05-25T02:36:54.281849,83483.62264150943
xa.s12.00.mhz.1970-05-25HR00_evid00029,1970-05-25T07:17:32.621472,83483.62264150943
xa.s12.00.mhz.1970-05-25HR00_evid00029,1970-05-25T14:21:27.942226,83483.62264150943
xa.s12.00.mhz.1970-05-25HR00_evid00029,1970-05-25T23:11:24.168642,83483.62264150943
xa.s12.00.mhz.1970-06-19HR00_evid00031,1970-06-19T04:47:06.578094,82890.8679245283
xa.s12.00.mhz.1970-06-19HR00_evid00031,1970-06-19T05:31:49.144132,82890.8679245283
xa.s12.00.mhz.1970-06-19HR00_evid00031,1970-06-19T14:21:37.521491,82890.8679245283
xa.s12.00.mhz.1970-06-19HR00_evid00031,1970-06-19T15:47:38.578094,82890.8679245283
xa.s12.00.mhz.1970-06-19HR00_evid00031,1970-06-19T22:40:58.879981,82890.8679245283
xa.s12.00.mhz.1970-06-19HR00_evid00031,1970-06-19T23:01:31.030925,82890.8679245283
xa.s12.00.mhz.1970-07-17HR00_evid00035,1970-07-17T15:36:49.887547,56209.20754716981
xa.s12.00.mhz.1970-07-18HR00_evid00036,1970-07-18T12:28:34.881094,76700.07547169812
xa.s12.00.mhz.1970-07-18HR00_evid00036,1970-07-18T15:56:50.730151,76700.07547169812
xa.s12.00.mhz.1970-07-18HR00_evid00036,1970-07-18T21:18:20.541472,76700.07547169812
xa.s12.00.mhz.1970-07-20HR00_evid00037,1970-07-20T00:10:38.826623,77829.28301886792
xa.s12.00.mhz.1970-07-20HR00_evid00037,1970-07-20T03:25:22.449264,77829.28301886792
xa.s12.00.mhz.1970-07-20HR00_evid00037,1970-07-20T04:46:02.449264,77829.28301886792
xa.s12.00.mhz.1970-07-20HR00_evid00037,1970-07-20T11:46:24.487000,77829.28301886792
xa.s12.00.mhz.1970-07-20HR00_evid00037,1970-07-20T14:22:17.543604,77829.28301886792
xa.s12.00.mhz.1970-07-20HR00_evid00037,1970-07-20T18:47:12.185113,77829.28301886792
xa.s12.00.mhz.1970-07-20HR00_evid00037,1970-07-20T21:37:09.770019,77829.28301886792
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T00:52:26.943094,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T01:31:56.301585,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T02:32:58.943094,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T02:58:18.641208,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T03:40:36.150642,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T05:33:23.697811,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T05:46:32.226113,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T05:57:06.037434,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T05:59:28.075170,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T09:28:50.641208,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T11:19:28.226113,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T11:30:22.112906,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T11:46:13.509132,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T14:06:09.433660,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T14:21:28.980830,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T16:04:59.094038,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T16:26:58.943094,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T16:40:10.641208,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T17:29:09.358189,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T23:15:52.377057,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T23:22:43.395925,84845.58490566038
xa.s12.00.mhz.1970-07-27HR00_evid00039,1970-07-27T23:34:06.112906,84845.58490566038
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T00:09:59.974057,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T00:33:03.823113,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T01:37:38.841981,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T01:56:03.445755,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T02:13:14.540094,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T13:50:04.049528,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T16:24:14.464623,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T17:53:59.823113,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T18:52:23.068396,83714.11320754717
xa.s12.00.mhz.1970-09-09HR00_evid00043,1970-09-09T23:15:14.238208,83714.11320754717
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T00:09:59.986057,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T00:27:27.835113,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T00:46:42.853981,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T01:15:35.684170,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T08:37:21.042660,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T10:32:10.401151,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T14:21:21.193604,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T15:12:55.231340,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T15:26:55.986057,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T15:41:08.061528,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T16:15:57.721906,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T16:33:24.967189,60604.981132075474
xa.s12.00.mhz.1970-10-26HR00_evid00049,1970-10-26T16:50:05.118132,60604.981132075474
xa.s12.00.mhz.1970-11-03HR00_evid00050,1970-11-03T01:04:03.715755,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00050,1970-11-03T02:09:56.470472,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00050,1970-11-03T03:36:27.564811,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00050,1970-11-03T03:58:41.602547,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00050,1970-11-03T08:22:34.961038,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00051,1970-11-03T01:04:03.715755,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00051,1970-11-03T02:09:56.470472,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00051,1970-11-03T03:36:27.564811,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00051,1970-11-03T03:58:41.602547,30154.56603773585
xa.s12.00.mhz.1970-11-03HR00_evid00051,1970-11-03T08:22:34.961038,30154.56603773585
xa.s12.00.mhz.1971-01-03HR00_evid00057,1971-01-03T01:38:50.763038,81106.71698113208
xa.s12.00.mhz.1971-01-03HR00_evid00057,1971-01-03T02:29:28.951717,81106.71698113208
xa.s12.00.mhz.1971-01-03HR00_evid00057,1971-01-03T07:02:24.649830,81106.71698113208
xa.s12.00.mhz.1971-01-03HR00_evid00057,1971-01-03T21:15:42.687566,81106.71698113208
xa.s12.00.mhz.1971-01-03HR00_evid00057,1971-01-03T22:31:46.913981,81106.71698113208
xa.s12.00.mhz.1971-01-05HR00_evid00059,1971-01-05T12:49:58.750736,80300.07547169812
xa.s12.00.mhz.1971-01-05HR00_evid00059,1971-01-05T14:35:23.580925,80300.07547169812
xa.s12.00.mhz.1971-01-05HR00_evid00059,1971-01-05T22:18:20.788472,80300.07547169812
xa.s12.00.mhz.1971-01-17HR00_evid00060,1971-01-17T04:02:03.629698,75407.24528301887
xa.s12.00.mhz.1971-01-17HR00_evid00060,1971-01-17T07:30:37.893849,75407.24528301887
xa.s12.00.mhz.1971-01-17HR00_evid00060,1971-01-17T14:21:08.686302,75407.24528301887
xa.s12.00.mhz.1971-01-17HR00_evid00060,1971-01-17T14:45:44.610830,75407.24528301887
xa.s12.00.mhz.1971-01-17HR00_evid00060,1971-01-17T15:13:58.648566,75407.24528301887
xa.s12.00.mhz.1971-01-17HR00_evid00060,1971-01-17T16:09:21.969321,75407.24528301887
xa.s12.00.mhz.1971-01-17HR00_evid00060,1971-01-17T20:17:23.025925,75407.24528301887
xa.s12.00.mhz.1971-01-17HR00_evid00060,1971-01-17T20:56:47.403283,75407.24528301887
xa.s12.00.mhz.1971-03-15HR00_evid00073,1971-03-15T04:21:33.741019,81122.2641509434
xa.s12.00.mhz.1971-03-15HR00_evid00073,1971-03-15T22:32:02.722151,81122.2641509434
xa.s12.00.mhz.1971-04-08HR01_evid00083,1971-04-08T06:08:38.209499,20035.471698113208
xa.s12.00.mhz.1971-04-08HR01_evid00083,1971-04-08T07:05:12.473650,20035.471698113208
xa.s12.00.mhz.1971-05-22HR00_evid00092,1971-05-22T00:13:45.744547,64114.56603773585
xa.s12.00.mhz.1971-05-22HR00_evid00092,1971-05-22T14:53:55.103038,64114.56603773585
xa.s12.00.mhz.1971-05-22HR00_evid00092,1971-05-22T17:48:35.103038,64114.56603773585
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T03:03:02.781679,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T05:06:14.177906,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T05:20:14.479792,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T06:48:24.593000,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T10:29:47.460925,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T11:57:44.140170,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T12:34:28.517528,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T13:04:01.649604,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T13:53:24.064698,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T16:56:44.970358,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T19:44:15.687340,76918.94339622642
xa.s12.00.mhz.1971-06-11HR00_evid00096,1971-06-11T21:21:59.536396,76918.94339622642
xa.s12.00.mhz.1971-06-27HR00_evid00101,1971-06-27T06:30:38.419679,83859.32075471699
xa.s12.00.mhz.1971-06-27HR00_evid00101,1971-06-27T08:38:35.400811,83859.32075471699
xa.s12.00.mhz.1971-06-27HR00_evid00101,1971-06-27T10:23:32.608358,83859.32075471699
xa.s12.00.mhz.1971-06-27HR00_evid00101,1971-06-27T16:45:16.457415,83859.32075471699
xa.s12.00.mhz.1971-06-27HR00_evid00101,1971-06-27T23:17:39.551755,83859.32075471699
xa.s12.00.mhz.1971-10-06HR00_evid00124,1971-10-06T00:49:50.099792,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00124,1971-10-06T01:00:03.684698,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00124,1971-10-06T07:46:22.250736,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00124,1971-10-06T12:06:49.269604,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00124,1971-10-06T17:28:02.477151,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00125,1971-10-06T00:49:50.099792,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00125,1971-10-06T01:00:03.684698,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00125,1971-10-06T07:46:22.250736,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00125,1971-10-06T12:06:49.269604,62882.264150943396
xa.s12.00.mhz.1971-10-06HR00_evid00125,1971-10-06T17:28:02.477151,62882.264150943396
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T00:11:26.317849,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T04:28:02.091434,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T05:18:39.827283,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T08:44:10.997094,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T08:55:14.846151,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T09:32:55.525396,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T10:43:16.204642,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T11:49:37.034830,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T14:03:55.148038,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T14:50:16.883887,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T15:03:15.449925,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T15:14:47.072566,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T16:15:48.657472,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T17:42:46.770679,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T17:53:39.751811,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T18:37:00.355585,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T18:49:07.449925,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T19:05:51.525396,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T19:35:04.431057,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T20:01:09.865019,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T20:22:03.298981,82501.1320754717
